depot_id,customers,vehicles,exact_dist_km,hq_dist_km,annealed_turing_dist_km,fast_turing_dist_km,ga_dist_km,qpso_dist_km,exact_time_s,hq_time_s,annealed_turing_time_s,fast_turing_time_s,ga_time_s,qpso_time_s,violations
172,13,1,5.12,5.12,5.12,5.15,5.71,6.56,0.9993386268615723,0.16759490966796875,0.01595282554626465,0.017147064208984375,0.029287099838256836,0.05289888381958008,0
173,22,2,5.29,6.19,5.77,7.42,7.82,7.63,1.0110259056091309,0.31580305099487305,0.3008852005004883,0.04874992370605469,0.03326058387756348,0.021654605865478516,0
174,11,1,6.75,6.75,6.75,6.9,6.95,7.03,1.0040605068206787,0.1163482666015625,0.01595902442932129,0.0047359466552734375,0.0,0.025304079055786133,0
175,7,1,2.86,2.86,2.86,2.86,2.95,2.86,0.9990930557250977,0.03134894371032715,0.0,0.0,0.01617288589477539,0.01742243766784668,0
176,5,1,4.42,4.42,4.42,4.53,4.45,4.56,0.9994516372680664,0.016721487045288086,0.015733003616333008,0.008210420608520508,0.013500452041625977,0.013916730880737305,0
177,25,2,9.64,10.02,12.02,11.43,11.41,12.5,1.0142810344696045,0.3132615089416504,0.24922943115234375,0.15096759796142578,0.016966581344604492,0.05065488815307617,0
178,11,1,4.01,4.01,4.07,4.1,4.02,4.2,1.000631332397461,0.21634602546691895,0.0,0.018977880477905273,0.017184019088745117,0.013184547424316406,0
179,3,1,1.36,1.36,1.45,1.36,1.45,1.45,1.0006399154663086,0.0,0.0,0.0,0.0,0.016016244888305664,0
180,4,1,4.71,4.71,4.71,4.74,4.87,4.74,0.9916369915008545,0.01697087287902832,0.0,0.008315563201904297,0.002422332763671875,0.032360076904296875,0
181,11,1,2.96,2.96,2.96,2.96,3.01,3.01,0.9953391551971436,0.1442732810974121,0.023097753524780273,0.019939661026000977,0.01116180419921875,0.03905153274536133,0
182,9,1,8.32,8.32,8.32,8.33,8.9,8.32,0.9910171031951904,0.04777240753173828,0.0035202503204345703,0.0060231685638427734,0.016275882720947266,0.033040761947631836,0
183,2,1,2.05,2.05,2.05,2.05,2.05,2.05,0.9905633926391602,0.002997875213623047,0.0009996891021728516,0.003001689910888672,0.016153812408447266,0.01709747314453125,0
184,6,1,3.06,3.06,3.06,3.1,3.35,3.06,1.0003643035888672,0.020999670028686523,0.001999378204345703,0.007000446319580078,0.015614509582519531,0.017914772033691406,0
185,10,1,4.15,4.15,4.15,4.16,4.52,4.43,1.0002655982971191,0.08346128463745117,0.016632556915283203,0.016816377639770508,0.0014755725860595703,0.0260469913482666,0
186,13,1,5.6,5.6,5.81,5.65,7.34,5.89,1.0010392665863037,0.10107946395874023,0.009002447128295898,0.012645244598388672,0.017096996307373047,0.03122425079345703,0
187,12,1,3.02,3.02,3.39,4.3,3.02,5.43,1.0131609439849854,0.17688751220703125,0.006609678268432617,0.0015256404876708984,0.017335176467895508,0.018774032592773438,0
188,4,1,7.43,7.43,7.43,7.46,7.53,7.46,1.0138609409332275,0.0169525146484375,0.0,0.0,0.0030040740966796875,0.011996269226074219,0
189,3,1,1.36,1.36,1.36,1.36,1.36,1.36,1.0152463912963867,0.0,0.0,0.0,0.0,0.0180361270904541,0
190,9,1,6.2,6.2,6.2,6.26,6.35,6.35,0.9996659755706787,0.12394213676452637,0.0,0.016584157943725586,0.016644954681396484,0.016470909118652344,0
191,6,1,4.84,4.84,4.84,4.84,8.53,10.06,0.9997777938842773,0.037065744400024414,0.005011320114135742,0.007569789886474609,0.0,0.016599178314208984,0
192,9,1,2.63,2.63,2.63,2.68,3.07,2.71,1.0046310424804688,0.08260083198547363,0.016164779663085938,0.01576852798461914,0.01019287109375,0.03575563430786133,0
193,1,1,1.4,1.4,1.4,1.4,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.01595330238342285,0
194,10,1,5.49,5.49,5.49,7.36,6.46,8.3,1.0002281665802002,0.06487870216369629,0.0,0.016205549240112305,0.01610398292541504,0.016104936599731445,0
195,6,1,6.67,6.67,6.67,6.77,7.72,6.81,0.9981803894042969,0.048003435134887695,0.0,0.0,0.02234649658203125,0.020534992218017578,0
196,2,1,4.17,4.17,4.17,4.17,4.17,4.17,0.9985711574554443,0.0,0.0,0.01602625846862793,0.015931367874145508,0.01571059226989746,0
197,9,1,4.25,4.25,4.25,4.25,5.03,4.27,1.0012836456298828,0.07573056221008301,0.01503753662109375,0.01793837547302246,0.015354633331298828,0.01963019371032715,0
198,4,1,3.3,3.3,3.3,3.3,3.33,3.3,1.0023725032806396,0.008208990097045898,0.0,0.002080202102661133,0.008046627044677734,0.021813631057739258,0
199,5,1,4.92,4.92,4.92,4.92,4.92,4.92,1.0012617111206055,0.011312246322631836,0.014941215515136719,0.007110595703125,0.010551691055297852,0.016783952713012695,0
200,7,1,3.41,3.41,3.41,3.41,3.53,3.41,1.0025358200073242,0.04277396202087402,0.005026102066040039,0.00994253158569336,0.0,0.0056607723236083984,0
