generation,best_fitness,avg_fitness,best_distance,best_travel_time,best_violations,num_valid,num_invalid,unique_permutations,population_diversity
25,-13613.852396332242,-16748.702540586797,107066.68633817618,13613.852396332242,0,88,12,73,12.189473684210526
26,-13613.852396332242,-18573.658560577554,107066.68633817618,13613.852396332242,0,90,10,71,15.689473684210526
27,-13286.175629107855,-16565.7740406152,104142.05204851869,13286.175629107855,0,85,15,74,16.510526315789473
28,-13286.175629107855,-16138.670999799664,104142.05204851869,13286.175629107855,0,86,14,78,13.126315789473685
29,-13084.153519960957,-14851.351384469788,102176.3758317297,13084.153519960957,0,89,11,68,16.21578947368421
30,-13084.153519960957,-14998.256232584794,102176.3758317297,13084.153519960957,0,91,9,70,17.210526315789473
31,-12826.75986475815,-15948.132792417986,99762.82965006676,12826.75986475815,0,81,19,82,17.705263157894738
32,-12826.75986475815,-15519.661858596812,99762.82965006676,12826.75986475815,0,88,12,86,17.8
33,-12764.021641012887,-15882.758575383506,100350.248006946,12764.021641012887,0,94,6,75,11.794736842105262
34,-12457.011141756751,-16351.146643607675,97369.25319230456,12457.011141756751,0,85,15,80,26.16315789473684
35,-12457.011141756751,-15629.503494101042,97369.25319230456,12457.011141756751,0,84,16,78,16.04736842105263
36,-12457.011141756751,-15814.170001182762,97369.25319230456,12457.011141756751,0,86,14,82,14.657894736842104
37,-12391.54670155705,-14702.64119181646,97170.98166319066,12391.54670155705,0,88,12,87,14.510526315789473
38,-12377.226502479045,-14829.302758624455,96303.10791038451,12377.226502479045,0,90,10,79,14.215789473684211
39,-12336.1124586237,-15275.329538694476,95889.1648837513,12336.1124586237,0,85,15,85,17.63157894736842
40,-12277.342752288476,-15956.260036560747,96327.37400041957,12277.342752288476,0,88,12,79,14.83157894736842
41,-12273.070785981612,-16784.65548103567,96448.72204860699,12273.070785981612,0,89,11,75,14.157894736842104
42,-12233.221452015558,-13818.480865375295,95503.07985225403,12233.221452015558,0,93,7,73,10.057894736842105
43,-12209.444507903985,-14038.512678586005,96267.18210677743,12209.444507903985,0,88,12,68,10.173684210526316
44,-11904.953207784696,-15336.117738138055,94590.0530400268,11904.953207784696,0,87,13,65,13.868421052631579
45,-11904.953207784696,-15411.315369351798,94590.0530400268,11904.953207784696,0,81,19,64,13.242105263157894
46,-11792.045439780248,-14264.059567759323,93295.78807986922,11792.045439780248,0,92,8,68,11.142105263157895
47,-11763.419976887917,-15765.740382032845,93182.98792551554,11763.419976887917,0,83,17,79,12.663157894736843
48,-11751.387258127144,-15304.431097648905,91445.6492782881,11751.387258127144,0,82,18,79,17.978947368421053
49,-11751.387258127144,-14313.27641386951,91445.6492782881,11751.387258127144,0,83,17,83,15.689473684210526
50,-11524.802910827008,-15553.678567699491,90994.04538421918,11524.802910827008,0,84,16,82,18.147368421052633
51,-11524.802910827008,-14922.429324291299,90994.04538421918,11524.802910827008,0,87,13,85,15.573684210526316
52,-11307.656221543946,-14361.432542562052,88761.64748573597,11307.656221543946,0,82,18,78,17.847368421052632
53,-11256.21088497456,-15493.134959426387,86432.2971874761,11256.21088497456,0,90,10,82,19.042105263157893
54,-11256.21088497456,-13230.954353966034,86432.2971874761,11256.21088497456,0,92,8,72,12.968421052631578
55,-11026.18231175281,-14394.223666942922,86029.6162480216,11026.18231175281,0,94,6,67,12.9
56,-10900.278900648516,-13687.382899468921,84339.82618184245,10900.278900648516,0,89,11,71,10.947368421052632
57,-10768.670824818308,-16321.120206659289,83210.75902863086,10768.670824818308,0,88,12,75,13.3
58,-10761.24935952089,-13150.172103193046,83072.45647171556,10761.24935952089,0,91,9,71,10.926315789473684
59,-10759.936041909585,-13104.134568391253,83039.16301343657,10759.936041909585,0,94,6,70,11.1
60,-10759.936041909585,-14335.883945580445,83039.16301343657,10759.936041909585,0,85,15,72,17.86315789473684
61,-10759.936041909585,-16383.221468553673,83039.16301343657,10759.936041909585,0,87,13,71,14.773684210526316
62,-10759.936041909585,-14707.189509956843,83039.16301343657,10759.936041909585,0,87,13,75,17.46315789473684
63,-10634.768981852858,-14806.974392260658,82052.39113706572,10634.768981852858,0,90,10,64,7.815789473684211
64,-10634.768981852858,-13302.847313737695,82052.39113706572,10634.768981852858,0,95,5,42,5.221052631578948
65,-10574.167377071646,-13499.463597539261,80589.20058725201,10574.167377071646,0,95,5,41,5.842105263157895
66,-10525.319514629511,-12199.279692883003,81028.41247061081,10525.319514629511,0,97,3,47,8.110526315789473
67,-10305.933549065301,-11506.846100506622,78706.26548863677,10305.933549065301,0,98,2,49,10.294736842105262
68,-10276.969183377063,-11870.04834405093,78459.82565874467,10276.969183377063,0,94,6,53,8.68421052631579
69,-10198.233331930567,-11936.784228702716,77680.24822788514,10198.233331930567,0,95,5,56,12.205263157894738
70,-10042.353434365197,-13875.534967928315,77079.66718647149,10042.353434365197,0,92,8,56,10.621052631578948
71,-10042.353434365197,-12876.822143418014,77079.66718647149,10042.353434365197,0,92,8,62,12.884210526315789
72,-9713.518001577639,-11536.072744326955,73733.54153804254,9713.518001577639,0,95,5,57,10.426315789473684
73,-9713.518001577639,-12003.890723084234,73733.54153804254,9713.518001577639,0,96,4,57,14.06842105263158
74,-9684.22229069543,-13736.08327644405,73483.6771475412,9684.22229069543,0,93,7,51,13.921052631578947
75,-9684.22229069543,-12904.072427898793,73483.6771475412,9684.22229069543,0,96,4,43,8.847368421052632
76,-9684.22229069543,-14440.924321798455,73483.6771475412,9684.22229069543,0,92,8,38,10.952631578947368
77,-9684.22229069543,-11661.085079182803,73483.6771475412,9684.22229069543,0,97,3,40,9.710526315789474
78,-9513.311361312857,-11949.074748864121,71174.52192859724,9513.311361312857,0,97,3,31,2.968421052631579
79,-9513.311361312857,-11050.947610183654,71174.52192859724,9513.311361312857,0,97,3,29,4.042105263157895
80,-9513.311361312857,-12121.491679834558,71174.52192859724,9513.311361312857,0,96,4,33,4.873684210526315
81,-9513.311361312857,-11672.33915241693,71174.52192859724,9513.311361312857,0,94,6,38,12.063157894736841
82,-9513.311361312857,-11573.099546825562,71174.52192859724,9513.311361312857,0,94,6,37,8.1
83,-9391.343995387655,-10654.292463105197,68900.25742202249,9391.343995387655,0,98,2,32,3.168421052631579
84,-9391.343995387655,-11359.329654926594,68900.25742202249,9391.343995387655,0,98,2,27,3.336842105263158
85,-9391.343995387655,-13067.43204381653,68900.25742202249,9391.343995387655,0,92,8,26,6.594736842105263
86,-9391.343995387655,-11015.276704675141,68900.25742202249,9391.343995387655,0,98,2,29,3.442105263157895
87,-9391.343995387655,-10095.65157799907,68900.25742202249,9391.343995387655,0,99,1,35,5.442105263157894
88,-9391.343995387655,-15092.226795394728,68900.25742202249,9391.343995387655,0,92,8,51,16.352631578947367
89,-9210.582167500046,-11025.813696529744,68012.44827590247,9210.582167500046,0,98,2,52,12.526315789473685
90,-9210.582167500046,-11695.844259981825,68012.44827590247,9210.582167500046,0,96,4,49,10.33157894736842
91,-9210.582167500046,-13850.730502552546,68012.44827590247,9210.582167500046,0,92,8,42,4.7105263157894735
92,-9210.582167500046,-11956.995571733427,68012.44827590247,9210.582167500046,0,95,5,31,3.0052631578947366
93,-9210.582167500046,-10703.765050198788,68012.44827590247,9210.582167500046,0,98,2,27,3.905263157894737
94,-9210.582167500046,-11215.341085613747,68012.44827590247,9210.582167500046,0,95,5,27,5.794736842105263
95,-9206.435290745114,-10226.305364172184,68050.73432517101,9206.435290745114,0,96,4,26,4.131578947368421
96,-9206.435290745114,-12115.872614531418,68050.73432517101,9206.435290745114,0,93,7,24,4.6947368421052635
97,-9206.435290745114,-11267.413131547764,68050.73432517101,9206.435290745114,0,95,5,22,3.836842105263158
98,-9206.435290745114,-11673.620838930525,68050.73432517101,9206.435290745114,0,96,4,32,2.5894736842105264
99,-9206.435290745114,-11811.1144793396,68050.73432517101,9206.435290745114,0,97,3,31,5.3578947368421055
100,-8991.720228727376,-12082.1500302243,67279.125599686,8991.720228727376,0,95,5,35,7.610526315789474
101,-8991.720228727376,-11084.485163068359,67279.125599686,8991.720228727376,0,97,3,30,2.457894736842105
102,-8991.720228727376,-13765.944194246338,67279.125599686,8991.720228727376,0,91,9,36,7.610526315789474
103,-8991.720228727376,-11457.040007618212,67279.125599686,8991.720228727376,0,95,5,42,12.294736842105262
104,-8991.720228727376,-12019.987224128363,67279.125599686,8991.720228727376,0,95,5,52,11.105263157894736
105,-8991.720228727376,-11974.324462174414,67279.125599686,8991.720228727376,0,95,5,45,8.421052631578947
106,-8991.720228727376,-11202.972766309567,67279.125599686,8991.720228727376,0,95,5,40,8.81578947368421
107,-8991.720228727376,-12132.219904918255,67279.125599686,8991.720228727376,0,95,5,40,9.1
108,-8991.720228727376,-11620.673262200335,67279.125599686,8991.720228727376,0,94,6,32,5.689473684210526
109,-8991.720228727376,-12252.382547172005,67279.125599686,8991.720228727376,0,93,7,31,8.93157894736842
110,-8943.180445988597,-11418.515880609491,67009.46014002612,8943.180445988597,0,95,5,27,5.621052631578947
111,-8943.180445988597,-14833.473152276027,67009.46014002612,8943.180445988597,0,91,9,33,4.505263157894737
112,-8943.180445988597,-12126.538681034313,67009.46014002612,8943.180445988597,0,94,6,32,4.257894736842105
113,-8943.180445988597,-10423.178245359437,67009.46014002612,8943.180445988597,0,94,6,31,6.652631578947369
114,-8943.180445988597,-12135.572262764194,67009.46014002612,8943.180445988597,0,94,6,29,7.057894736842106
115,-8809.680090838196,-11162.307505087763,66091.51554076979,8809.680090838196,0,94,6,35,3.5210526315789474
116,-8809.680090838196,-10957.03960456931,66091.51554076979,8809.680090838196,0,92,8,40,7.689473684210526
117,-8809.680090838196,-12027.630177999848,66091.51554076979,8809.680090838196,0,94,6,41,2.468421052631579
118,-8809.680090838196,-9626.74532696348,66091.51554076979,8809.680090838196,0,98,2,29,5.389473684210526
119,-8809.680090838196,-11679.005042394547,66091.51554076979,8809.680090838196,0,96,4,28,6.768421052631579
120,-8809.680090838196,-10154.86497899303,66091.51554076979,8809.680090838196,0,97,3,23,6.852631578947369
121,-8809.680090838196,-9763.129148015874,66091.51554076979,8809.680090838196,0,96,4,25,2.873684210526316
122,-8729.967793961048,-11585.803233753371,65648.66944700787,8729.967793961048,0,93,7,32,5.2894736842105265
123,-8729.967793961048,-10570.728089655386,65648.66944700787,8729.967793961048,0,94,6,25,4.189473684210526
124,-8729.967793961048,-9776.562789904463,65648.66944700787,8729.967793961048,0,95,5,28,4.342105263157895
125,-8729.967793961048,-10830.248980347465,65648.66944700787,8729.967793961048,0,95,5,31,3.4210526315789473
126,-8729.967793961048,-9091.666470103255,65648.66944700787,8729.967793961048,0,99,1,16,2.205263157894737
127,-8610.575001937586,-10378.712632956282,64577.06225401437,8610.575001937586,0,96,4,37,4.08421052631579
128,-8610.575001937586,-11416.666205373105,64577.06225401437,8610.575001937586,0,94,6,29,3.0842105263157893
129,-8610.575001937586,-10570.905316180082,64577.06225401437,8610.575001937586,0,96,4,33,6.168421052631579
130,-8610.575001937586,-12641.389593837957,64577.06225401437,8610.575001937586,0,93,7,36,5.552631578947368
131,-8610.575001937586,-10357.767244837733,64577.06225401437,8610.575001937586,0,96,4,35,4.38421052631579
132,-8610.575001937586,-10329.856931564986,64577.06225401437,8610.575001937586,0,97,3,44,7.494736842105263
133,-8610.575001937586,-10061.34936699111,64577.06225401437,8610.575001937586,0,95,5,36,5.878947368421053
134,-8577.437780513392,-9831.245477063056,64392.9665794355,8577.437780513392,0,95,5,29,5.026315789473684
135,-8577.437780513392,-10484.717901735265,64392.9665794355,8577.437780513392,0,96,4,28,5.5473684210526315
136,-8577.437780513392,-10134.204999869346,64392.9665794355,8577.437780513392,0,95,5,29,1.7473684210526317
137,-8577.437780513392,-11879.60365986033,64392.9665794355,8577.437780513392,0,95,5,26,7.61578947368421
138,-8577.437780513392,-11135.787430487057,64392.9665794355,8577.437780513392,0,95,5,23,3.531578947368421
139,-8577.437780513392,-11688.865521476984,64392.9665794355,8577.437780513392,0,96,4,29,9.842105263157896
140,-8577.437780513392,-8980.280797692749,64392.9665794355,8577.437780513392,0,99,1,26,6.036842105263158
141,-8563.905720142508,-9405.030450277854,64261.1705036327,8563.905720142508,0,95,5,28,2.9526315789473685
142,-8563.905720142508,-10208.15860330323,64261.1705036327,8563.905720142508,0,98,2,29,1.194736842105263
143,-8563.905720142508,-10154.531287115498,64261.1705036327,8563.905720142508,0,95,5,26,7.4526315789473685
144,-8563.905720142508,-10981.613977448338,64261.1705036327,8563.905720142508,0,95,5,37,4.163157894736842
145,-8563.905720142508,-10018.578019512499,64261.1705036327,8563.905720142508,0,98,2,35,5.347368421052631
146,-8563.905720142508,-10268.352700042684,64261.1705036327,8563.905720142508,0,97,3,37,6.968421052631579
147,-8563.905720142508,-11303.072206200555,64261.1705036327,8563.905720142508,0,94,6,36,5.173684210526316
148,-8563.905720142508,-11514.29232085856,64261.1705036327,8563.905720142508,0,92,8,44,9.457894736842105
149,-8563.905720142508,-10806.886102157592,64261.1705036327,8563.905720142508,0,95,5,39,7.773684210526316
150,-8563.905720142508,-9781.396740128892,64261.1705036327,8563.905720142508,0,97,3,26,8.557894736842105
151,-8563.905720142508,-10339.83723116165,64261.1705036327,8563.905720142508,0,96,4,28,7.221052631578948
152,-8563.905720142508,-8898.810448794646,64261.1705036327,8563.905720142508,0,99,1,22,3.405263157894737
153,-8563.905720142508,-9078.229994552465,64261.1705036327,8563.905720142508,0,100,0,30,5.347368421052631
154,-8552.931395893265,-9921.81536992175,64142.1866330101,8552.931395893265,0,97,3,29,5.6421052631578945
155,-8552.931395893265,-10482.747367610309,64142.1866330101,8552.931395893265,0,94,6,33,6.873684210526315
156,-8552.931395893265,-9250.17955282503,64142.1866330101,8552.931395893265,0,97,3,40,7.521052631578947
157,-8498.550201724976,-12108.948291771616,63253.68999159093,8498.550201724976,0,93,7,39,8.063157894736841
158,-8487.575877475732,-9978.58448874098,63134.70612096833,8487.575877475732,0,96,4,35,6.873684210526315
159,-8487.575877475732,-9781.271275288615,63134.70612096833,8487.575877475732,0,99,1,48,4.3052631578947365
160,-8487.575877475732,-10559.470053692217,63134.70612096833,8487.575877475732,0,96,4,45,8.921052631578947
161,-8483.999894519271,-12272.045860079452,63247.80271935273,8483.999894519271,0,93,7,47,11.847368421052632
162,-8483.999894519271,-11230.147401896,63247.80271935273,8483.999894519271,0,94,6,51,8.557894736842105
163,-8483.999894519271,-11237.65584476264,63247.80271935273,8483.999894519271,0,96,4,49,5.61578947368421
164,-8473.025570270029,-9737.19499650701,63128.81884873013,8473.025570270029,0,98,2,46,9.926315789473684
165,-8473.025570270029,-12803.237774560463,63128.81884873013,8473.025570270029,0,95,5,44,8.368421052631579
166,-8473.025570270029,-11958.411923674174,63128.81884873013,8473.025570270029,0,96,4,40,5.063157894736842
167,-8473.025570270029,-11785.625107842414,63128.81884873013,8473.025570270029,0,94,6,35,10.394736842105264
168,-8473.025570270029,-11563.990402742238,63128.81884873013,8473.025570270029,0,95,5,29,5.2368421052631575
169,-8445.717334455905,-11293.576826668617,62834.64259853123,8445.717334455905,0,93,7,36,3.778947368421053
170,-8445.717334455905,-10923.398494705289,62834.64259853123,8445.717334455905,0,98,2,26,0.9
171,-8445.717334455905,-12467.796738797233,62834.64259853123,8445.717334455905,0,93,7,33,4.510526315789473
172,-8445.717334455905,-9890.830896663345,62834.64259853123,8445.717334455905,0,96,4,30,3.5473684210526315
173,-8445.717334455905,-12943.819071920538,62834.64259853123,8445.717334455905,0,91,9,32,5.7105263157894735
174,-8445.717334455905,-9601.594587391364,62834.64259853123,8445.717334455905,0,97,3,28,1.9263157894736842
175,-8445.717334455905,-9917.971765311853,62834.64259853123,8445.717334455905,0,95,5,29,1.9473684210526316
176,-8445.717334455905,-9845.251847358148,62834.64259853123,8445.717334455905,0,96,4,32,3.721052631578947
177,-8445.717334455905,-12569.984407096346,62834.64259853123,8445.717334455905,0,92,8,37,4.510526315789473
178,-8445.717334455905,-11409.109466080401,62834.64259853123,8445.717334455905,0,94,6,31,5.8052631578947365
179,-8445.717334455905,-11176.605870486468,62834.64259853123,8445.717334455905,0,93,7,35,5.794736842105263
180,-8445.717334455905,-9827.02064334878,62834.64259853123,8445.717334455905,0,96,4,32,2.3789473684210525
181,-8445.717334455905,-10172.079045399123,62834.64259853123,8445.717334455905,0,97,3,25,5.042105263157895
182,-8419.441024543385,-9864.455460274716,62615.67334926022,8419.441024543385,0,98,2,23,2.463157894736842
183,-8419.441024543385,-11926.238558194622,62615.67334926022,8419.441024543385,0,95,5,28,4.752631578947368
184,-8419.441024543385,-12327.887795487492,62615.67334926022,8419.441024543385,0,92,8,40,5.147368421052631
185,-8419.441024543385,-9725.246996225264,62615.67334926022,8419.441024543385,0,98,2,39,2.568421052631579
186,-8419.441024543383,-8751.16953631158,62615.67334926022,8419.441024543383,0,99,1,25,2.1210526315789475
187,-8419.441024543383,-11900.180824730669,62615.67334926022,8419.441024543383,0,92,8,31,6.663157894736842
188,-8364.283365557294,-9680.714932207788,62304.56148080937,8364.283365557294,0,97,3,31,6.173684210526316
189,-8364.283365557294,-10556.69634086756,62304.56148080937,8364.283365557294,0,96,4,35,3.9894736842105263
190,-8364.283365557294,-9986.82176893166,62304.56148080937,8364.283365557294,0,95,5,40,4.978947368421053
191,-8364.283365557294,-11981.377097762965,62304.56148080937,8364.283365557294,0,94,6,43,8.073684210526316
192,-8364.283365557294,-10598.783042073946,62304.56148080937,8364.283365557294,0,95,5,37,6.663157894736842
193,-8364.283365557294,-10438.897812014773,62304.56148080937,8364.283365557294,0,96,4,43,13.847368421052632
194,-8364.283365557294,-10593.606429976371,62304.56148080937,8364.283365557294,0,96,4,42,5.8052631578947365
195,-8364.283365557294,-10291.577918467468,62304.56148080937,8364.283365557294,0,96,4,34,9.921052631578947
196,-8364.283365557294,-10201.370466014896,62304.56148080937,8364.283365557294,0,95,5,42,5.2
197,-8364.283365557294,-11536.10990224968,62304.56148080937,8364.283365557294,0,97,3,37,7.61578947368421
198,-8364.283365557294,-11182.625757516844,62304.56148080937,8364.283365557294,0,95,5,38,6.378947368421053
199,-8364.283365557294,-10638.542919392181,62304.56148080937,8364.283365557294,0,95,5,42,7.852631578947369
200,-8364.283365557294,-11904.169600319345,62304.56148080937,8364.283365557294,0,93,7,33,7.731578947368421
