generation,best_fitness,avg_fitness,best_distance,best_travel_time,best_violations,num_valid,num_invalid,unique_permutations,population_diversity
162,-9647.315698565957,-12008.171446271355,74258.19206630248,9647.315698565957,0,95,5,34,6.889473684210526
163,-9443.558321169316,-11330.965850427636,73279.1620158511,9443.558321169316,0,96,4,29,4.310526315789474
164,-9443.558321169316,-12564.83920089044,73279.1620158511,9443.558321169316,0,95,5,33,4.910526315789474
165,-9443.558321169316,-14087.98860152159,73279.1620158511,9443.558321169316,0,94,6,28,1.9631578947368422
166,-9443.558321169316,-11548.213903996286,73279.1620158511,9443.558321169316,0,97,3,38,8.221052631578948
167,-9432.66309620771,-10246.8964702129,73580.10290863502,9432.66309620771,0,99,1,32,5.405263157894737
168,-9432.66309620771,-11918.048002641499,73580.10290863502,9432.66309620771,0,97,3,41,3.168421052631579
169,-9432.66309620771,-11689.730294207437,73580.10290863502,9432.66309620771,0,97,3,38,6.894736842105263
170,-9430.946076092932,-14235.086385916511,73494.1943224869,9430.946076092932,0,91,9,49,8.968421052631578
171,-9430.946076092932,-11717.942670440809,73494.1943224869,9430.946076092932,0,95,5,38,7.752631578947368
172,-9430.946076092932,-11693.380317187417,73494.1943224869,9430.946076092932,0,94,6,42,8.868421052631579
173,-9430.946076092932,-13248.661037197942,73494.1943224869,9430.946076092932,0,94,6,36,7.457894736842105
174,-9430.946076092932,-11885.446225097987,73494.1943224869,9430.946076092932,0,95,5,38,5.205263157894737
175,-9430.946076092932,-14273.283309344386,73494.1943224869,9430.946076092932,0,92,8,38,4.421052631578948
176,-9430.946076092932,-12177.90655509434,73494.1943224869,9430.946076092932,0,94,6,30,4.747368421052632
177,-9430.946076092932,-12314.921365472344,73494.1943224869,9430.946076092932,0,93,7,25,3.2736842105263158
178,-9430.946076092932,-13591.474011172073,73494.1943224869,9430.946076092932,0,90,10,28,3.1736842105263157
179,-9430.946076092932,-14594.418568620074,73494.1943224869,9430.946076092932,0,94,6,25,0.7947368421052632
180,-9430.946076092932,-16640.939440453287,73494.1943224869,9430.946076092932,0,90,10,40,4.505263157894737
